Index,BestList,median_HHI_2019,bach_deg_pct_14to18,pop_density_per_mile,change_in_pop_decade,perc_female,perc_hispanic,brewery_count,unemployment_rate,perc_age_25_39
4799,FALSE,56367,56367,79.37495599,0.0803,0.511,0.135,10,4.4,0.1891
4800,FALSE,80539,80539,223.5909111,0.1009,0.507,0.09,16,3.4,0.1916
4801,FALSE,69148,69148,137.664382,0.0803,0.499,0.078,9,2.9,0.1861
4802,FALSE,56367,56367,79.37495599,0.0803,0.511,0.135,10,4.4,0.1891
4803,FALSE,52298,52298,24.5206697,0.0661,0.495,0.105,4,3.9,0.1643
4804,FALSE,59339,59339,48.51824199,0.0792,0.505,0.086,10,3.7,0.1843
4805,FALSE,71880,71880,65.50027069,0.2021,0.505,0.083,25,3.9,0.2019
4806,FALSE,72469,72469,1884.675757,0.0954,0.505,0.12,80,3.3,0.2772
4807,FALSE,72285,72285,79.64317715,0.0574,0.499,0.056,1,4.5,0.1811
4808,FALSE,68835,68835,44.79748021,0.0443,0.5,0.319,6,3.2,0.1934
4809,FALSE,52298,52298,24.5206697,0.0661,0.495,0.105,4,3.9,0.1643
4810,FALSE,68835,68835,44.79748021,0.0443,0.5,0.319,6,3.2,0.1934
4811,FALSE,57212,57212,83.91324716,0.0794,0.508,0.093,17,4.1,0.1961
4812,FALSE,72469,72469,1884.675757,0.0954,0.505,0.12,80,3.3,0.2772
4813,FALSE,72469,72469,1884.675757,0.0954,0.505,0.12,80,3.3,0.2772
4814,FALSE,72469,72469,1884.675757,0.0954,0.505,0.12,80,3.3,0.2772
4815,FALSE,58286,58286,24.24188519,0.0264,0.477,0.276,3,4.8,0.2068
4816,FALSE,80539,80539,223.5909111,0.1009,0.507,0.09,16,3.4,0.1916
4817,FALSE,56367,56367,79.37495599,0.0803,0.511,0.135,10,4.4,0.1891
4818,FALSE,64058,64058,294.1811311,0.0934,0.502,0.272,9,3.9,0.2092
4819,FALSE,64058,64058,294.1811311,0.0934,0.502,0.272,9,3.9,0.2092
4820,FALSE,72469,72469,1884.675757,0.0954,0.505,0.12,80,3.3,0.2772
4821,FALSE,72469,72469,1884.675757,0.0954,0.505,0.12,80,3.3,0.2772
4822,FALSE,72469,72469,1884.675757,0.0954,0.505,0.12,80,3.3,0.2772
4823,FALSE,72469,72469,1884.675757,0.0954,0.505,0.12,80,3.3,0.2772
4824,FALSE,64058,64058,294.1811311,0.0934,0.502,0.272,9,3.9,0.2092
4825,FALSE,57212,57212,83.91324716,0.0794,0.508,0.093,17,4.1,0.1961
4826,FALSE,72469,72469,1884.675757,0.0954,0.505,0.12,80,3.3,0.2772
4827,FALSE,72469,72469,1884.675757,0.0954,0.505,0.12,80,3.3,0.2772
4828,FALSE,59339,59339,48.51824199,0.0792,0.505,0.086,10,3.7,0.1843
4829,FALSE,72469,72469,1884.675757,0.0954,0.505,0.12,80,3.3,0.2772
4830,FALSE,64058,64058,294.1811311,0.0934,0.502,0.272,9,3.9,0.2092
4831,FALSE,71880,71880,65.50027069,0.2021,0.505,0.083,25,3.9,0.2019
4832,FALSE,71880,71880,65.50027069,0.2021,0.505,0.083,25,3.9,0.2019
4833,FALSE,69148,69148,137.664382,0.0803,0.499,0.078,9,2.9,0.1861
4834,FALSE,69148,69148,137.664382,0.0803,0.499,0.078,9,2.9,0.1861
4835,FALSE,71880,71880,65.50027069,0.2021,0.505,0.083,25,3.9,0.2019
4836,FALSE,56367,56367,79.37495599,0.0803,0.511,0.135,10,4.4,0.1891
4837,FALSE,39874,39874,0.729584128,-0.0039,0.491,0.051,1,5.3,0.1718
4838,FALSE,80539,80539,223.5909111,0.1009,0.507,0.09,16,3.4,0.1916
4839,FALSE,71880,71880,65.50027069,0.2021,0.505,0.083,25,3.9,0.2019
4840,FALSE,71880,71880,65.50027069,0.2021,0.505,0.083,25,3.9,0.2019
4841,FALSE,48940,48940,22.03700302,0.0299,0.507,0.061,7,4.9,0.1673
4842,FALSE,72469,72469,1884.675757,0.0954,0.505,0.12,80,3.3,0.2772
4843,FALSE,64058,64058,294.1811311,0.0934,0.502,0.272,9,3.9,0.2092
4844,FALSE,56367,56367,79.37495599,0.0803,0.511,0.135,10,4.4,0.1891
4845,FALSE,47533,47533,53.35653315,0.0546,0.512,0.077,6,5,0.1629
4846,FALSE,76783,76783,3082.777152,0.0137,0.519,0.041,4,4,0.1959
4847,FALSE,64799,64799,1665.643941,-0.006,0.516,0.023,39,4.1,0.2208
4848,FALSE,78341,78341,197.5719598,0.1905,0.506,0.269,2,3.1,0.199
4849,FALSE,52106,52106,2.291025746,0.0277,0.508,0.036,1,5.8,0.1566
4850,FALSE,72469,72469,1884.675757,0.0954,0.505,0.12,80,3.3,0.2772
4851,FALSE,71880,71880,65.50027069,0.2021,0.505,0.083,25,3.9,0.2019
4852,FALSE,85665,85665,830.6642917,0.1195,0.505,0.171,18,3.1,0.2389
4853,FALSE,85665,85665,830.6642917,0.1195,0.505,0.171,18,3.1,0.2389
4854,FALSE,72469,72469,1884.675757,0.0954,0.505,0.12,80,3.3,0.2772
4855,FALSE,72469,72469,1884.675757,0.0954,0.505,0.12,80,3.3,0.2772
4856,FALSE,85665,85665,830.6642917,0.1195,0.505,0.171,18,3.1,0.2389
4857,FALSE,72469,72469,1884.675757,0.0954,0.505,0.12,80,3.3,0.2772
4858,FALSE,52298,52298,24.5206697,0.0661,0.495,0.105,4,3.9,0.1643
4859,FALSE,72469,72469,1884.675757,0.0954,0.505,0.12,80,3.3,0.2772
4860,FALSE,47533,47533,53.35653315,0.0546,0.512,0.077,6,5,0.1629
4861,FALSE,47533,47533,53.35653315,0.0546,0.512,0.077,6,5,0.1629
4862,FALSE,58286,58286,24.24188519,0.0264,0.477,0.276,3,4.8,0.2068
4863,FALSE,71815,71815,149.610259,0.0738,0.5,0.162,8,3.4,0.1922
4864,FALSE,71880,71880,65.50027069,0.2021,0.505,0.083,25,3.9,0.2019
4865,FALSE,72469,72469,1884.675757,0.0954,0.505,0.12,80,3.3,0.2772
4866,FALSE,64799,64799,1665.643941,-0.006,0.516,0.023,39,4.1,0.2208
4867,FALSE,60235,60235,48.97532896,-0.0751,0.498,0.018,2,4.3,0.1536
4868,FALSE,69101,69101,496.6461361,0.0314,0.506,0.081,15,3.8,0.1877
4869,FALSE,67706,67706,198.6029599,0.0156,0.508,0.073,2,3.3,0.163
4870,FALSE,47598,47598,11812.46971,0.0367,0.527,0.152,19,5.5,0.2635
4871,FALSE,73780,73780,825.8289127,0.0247,0.508,0.142,9,4.5,0.181
4872,FALSE,64799,64799,1665.643941,-0.006,0.516,0.023,39,4.1,0.2208
4873,FALSE,53439,53439,356.5149219,-0.011,0.505,0.138,6,5.7,0.1875
4874,FALSE,69101,69101,496.6461361,0.0314,0.506,0.081,15,3.8,0.1877
4875,FALSE,63012,63012,279.9193143,0.0025,0.504,0.17,3,5.4,0.1681
4876,FALSE,102233,102233,699.5115309,0.0497,0.508,0.076,19,3.2,0.179
4877,FALSE,102233,102233,699.5115309,0.0497,0.508,0.076,19,3.2,0.179
4878,FALSE,50979,50979,238.7436309,-0.0654,0.516,0.016,2,5.1,0.1647
4879,FALSE,47598,47598,11812.46971,0.0367,0.527,0.152,19,5.5,0.2635
4880,FALSE,92340,92340,1720.178453,0.0374,0.514,0.054,18,3.5,0.1913
4881,FALSE,62699,62699,200.7539263,0.0349,0.508,0.061,3,3.8,0.1791
4882,FALSE,51923,51923,337.5169241,-0.0402,0.506,0.044,7,4.6,0.1898
4883,FALSE,64799,64799,1665.643941,-0.006,0.516,0.023,39,4.1,0.2208
4884,FALSE,65436,65436,1069.972129,0.0537,0.51,0.262,7,4.5,0.1976
4885,FALSE,53439,53439,356.5149219,-0.011,0.505,0.138,6,5.7,0.1875
4886,FALSE,60763,60763,530.0458816,0.0366,0.515,0.099,9,4,0.2038
4887,FALSE,67515,67515,578.2138354,0.0482,0.51,0.11,18,3.4,0.1927
4888,FALSE,64799,64799,1665.643941,-0.006,0.516,0.023,39,4.1,0.2208
4889,FALSE,47598,47598,11812.46971,0.0367,0.527,0.152,19,5.5,0.2635
4890,FALSE,60323,60323,377.0979407,-0.0403,0.514,0.018,3,4.5,0.1785
4891,FALSE,73780,73780,825.8289127,0.0247,0.508,0.142,9,4.5,0.181
4892,FALSE,67515,67515,578.2138354,0.0482,0.51,0.11,18,3.4,0.1927
4893,FALSE,59407,59407,339.543226,-0.0466,0.511,0.013,7,4.5,0.1628
4894,FALSE,49741,49741,83.60087642,-0.0489,0.51,0.014,7,4.7,0.1659
4895,FALSE,51356,51356,52.57369058,-0.0381,0.504,0.016,1,4.4,0.1637
4896,FALSE,60763,60763,530.0458816,0.0366,0.515,0.099,9,4,0.2038
4897,FALSE,73780,73780,825.8289127,0.0247,0.508,0.142,9,4.5,0.181
4898,FALSE,53762,53762,92.21842203,-0.0248,0.51,0.022,4,4.8,0.1904
4899,FALSE,53439,53439,356.5149219,-0.011,0.505,0.138,6,5.7,0.1875
4900,FALSE,64799,64799,1665.643941,-0.006,0.516,0.023,39,4.1,0.2208
4901,FALSE,51923,51923,337.5169241,-0.0402,0.506,0.044,7,4.6,0.1898
4902,FALSE,75269,75269,464.5078732,0.0709,0.505,0.043,5,3.4,0.1969
4903,FALSE,64799,64799,1665.643941,-0.006,0.516,0.023,39,4.1,0.2208
4904,FALSE,93587,93587,1039.653686,0.0048,0.509,0.057,11,3.8,0.1722
4905,FALSE,67418,67418,491.7233504,0.0231,0.508,0.225,7,4.3,0.1844
4906,FALSE,69101,69101,496.6461361,0.0314,0.506,0.081,15,3.8,0.1877
4907,FALSE,92340,92340,1720.178453,0.0374,0.514,0.054,18,3.5,0.1913
4908,FALSE,92340,92340,1720.178453,0.0374,0.514,0.054,18,3.5,0.1913
4909,FALSE,67515,67515,578.2138354,0.0482,0.51,0.11,18,3.4,0.1927
4910,FALSE,53762,53762,92.21842203,-0.0248,0.51,0.022,4,4.8,0.1904
4911,FALSE,53762,53762,92.21842203,-0.0248,0.51,0.022,4,4.8,0.1904
4912,FALSE,73780,73780,825.8289127,0.0247,0.508,0.142,9,4.5,0.181
4913,FALSE,67418,67418,491.7233504,0.0231,0.508,0.225,7,4.3,0.1844
4914,FALSE,64799,64799,1665.643941,-0.006,0.516,0.023,39,4.1,0.2208
4915,FALSE,64799,64799,1665.643941,-0.006,0.516,0.023,39,4.1,0.2208
4916,FALSE,49173,49173,63.9744089,-0.0403,0.509,0.011,2,4.9,0.1667
4917,FALSE,48798,48798,189.1360658,-0.1036,0.507,0.018,1,5.3,0.1566
4918,FALSE,64799,64799,1665.643941,-0.006,0.516,0.023,39,4.1,0.2208
4919,FALSE,69101,69101,496.6461361,0.0314,0.506,0.081,15,3.8,0.1877
4920,FALSE,67515,67515,578.2138354,0.0482,0.51,0.11,18,3.4,0.1927
4921,FALSE,92340,92340,1720.178453,0.0374,0.514,0.054,18,3.5,0.1913
4922,FALSE,53439,53439,356.5149219,-0.011,0.505,0.138,6,5.7,0.1875
4923,FALSE,64799,64799,1665.643941,-0.006,0.516,0.023,39,4.1,0.2208
4924,FALSE,50979,50979,238.7436309,-0.0654,0.516,0.016,2,5.1,0.1647
4925,FALSE,47598,47598,11812.46971,0.0367,0.527,0.152,19,5.5,0.2635
4926,FALSE,102233,102233,699.5115309,0.0497,0.508,0.076,19,3.2,0.179
4927,FALSE,69101,69101,496.6461361,0.0314,0.506,0.081,15,3.8,0.1877
4928,FALSE,55951,55951,181.5474279,-0.049,0.488,0.052,3,5.4,0.1815
4929,FALSE,55951,55951,181.5474279,-0.049,0.488,0.052,3,5.4,0.1815
4930,FALSE,64799,64799,1665.643941,-0.006,0.516,0.023,39,4.1,0.2208
4931,FALSE,59407,59407,339.543226,-0.0466,0.511,0.013,7,4.5,0.1628
4932,FALSE,47967,47967,198.1879189,-0.0406,0.497,0.039,2,5.6,0.1814
4933,FALSE,60235,60235,48.97532896,-0.0751,0.498,0.018,2,4.3,0.1536
4934,FALSE,93587,93587,1039.653686,0.0048,0.509,0.057,11,3.8,0.1722
4935,FALSE,76783,76783,3082.777152,0.0137,0.519,0.041,4,4,0.1959
4936,FALSE,64799,64799,1665.643941,-0.006,0.516,0.023,39,4.1,0.2208
4937,FALSE,69101,69101,496.6461361,0.0314,0.506,0.081,15,3.8,0.1877
4938,FALSE,61036,61036,146.3032054,0.0517,0.474,0.03,5,3.3,0.1927
4939,FALSE,67418,67418,491.7233504,0.0231,0.508,0.225,7,4.3,0.1844
4940,FALSE,65401,65401,83.91045345,0.0065,0.494,0.023,2,3.7,0.1809
4941,FALSE,59407,59407,339.543226,-0.0466,0.511,0.013,7,4.5,0.1628
4942,FALSE,93587,93587,1039.653686,0.0048,0.509,0.057,11,3.8,0.1722
4943,FALSE,64799,64799,1665.643941,-0.006,0.516,0.023,39,4.1,0.2208
4944,FALSE,102233,102233,699.5115309,0.0497,0.508,0.076,19,3.2,0.179
4945,FALSE,64799,64799,1665.643941,-0.006,0.516,0.023,39,4.1,0.2208
4946,FALSE,64799,64799,1665.643941,-0.006,0.516,0.023,39,4.1,0.2208
4947,FALSE,61036,61036,146.3032054,0.0517,0.474,0.03,5,3.3,0.1927
4948,FALSE,51923,51923,337.5169241,-0.0402,0.506,0.044,7,4.6,0.1898
4949,FALSE,47598,47598,11812.46971,0.0367,0.527,0.152,19,5.5,0.2635
4950,FALSE,65436,65436,1069.972129,0.0537,0.51,0.262,7,4.5,0.1976
4951,FALSE,47598,47598,11812.46971,0.0367,0.527,0.152,19,5.5,0.2635
4952,FALSE,67515,67515,578.2138354,0.0482,0.51,0.11,18,3.4,0.1927
4953,FALSE,47598,47598,11812.46971,0.0367,0.527,0.152,19,5.5,0.2635
4954,FALSE,92340,92340,1720.178453,0.0374,0.514,0.054,18,3.5,0.1913
4955,FALSE,65436,65436,1069.972129,0.0537,0.51,0.262,7,4.5,0.1976
4956,FALSE,59407,59407,339.543226,-0.0466,0.511,0.013,7,4.5,0.1628
4957,FALSE,47598,47598,11812.46971,0.0367,0.527,0.152,19,5.5,0.2635
4958,FALSE,93587,93587,1039.653686,0.0048,0.509,0.057,11,3.8,0.1722
4959,FALSE,64799,64799,1665.643941,-0.006,0.516,0.023,39,4.1,0.2208
4960,FALSE,65436,65436,1069.972129,0.0537,0.51,0.262,7,4.5,0.1976
4961,FALSE,64799,64799,1665.643941,-0.006,0.516,0.023,39,4.1,0.2208
4962,FALSE,49741,49741,83.60087642,-0.0489,0.51,0.014,7,4.7,0.1659
4963,FALSE,65558,65558,241.3858288,-0.0046,0.508,0.018,3,4.5,0.1724
4964,FALSE,92340,92340,1720.178453,0.0374,0.514,0.054,18,3.5,0.1913
4965,FALSE,75269,75269,464.5078732,0.0709,0.505,0.043,5,3.4,0.1969
4966,FALSE,102233,102233,699.5115309,0.0497,0.508,0.076,19,3.2,0.179
4967,FALSE,64799,64799,1665.643941,-0.006,0.516,0.023,39,4.1,0.2208
4968,FALSE,119637,119637,409.221437,0.2317,0.509,0.049,5,2.4,0.1635
4969,FALSE,61560,61560,391.8741519,0.058,0.508,0.141,3,3.9,0.1773
4970,FALSE,102233,102233,699.5115309,0.0497,0.508,0.076,19,3.2,0.179
4971,FALSE,51299,51299,101.65653,-0.0572,0.5,0.014,2,5,0.1593
4972,FALSE,65401,65401,83.91045345,0.0065,0.494,0.023,2,3.7,0.1809
4973,FALSE,102233,102233,699.5115309,0.0497,0.508,0.076,19,3.2,0.179
4974,FALSE,64799,64799,1665.643941,-0.006,0.516,0.023,39,4.1,0.2208
4975,FALSE,53655,53655,456.7284862,-0.0227,0.514,0.084,1,4.9,0.1842
4976,FALSE,47598,47598,11812.46971,0.0367,0.527,0.152,19,5.5,0.2635
4977,FALSE,92340,92340,1720.178453,0.0374,0.514,0.054,18,3.5,0.1913
4978,FALSE,67515,67515,578.2138354,0.0482,0.51,0.11,18,3.4,0.1927
4979,FALSE,76783,76783,3082.777152,0.0137,0.519,0.041,4,4,0.1959
4980,FALSE,102233,102233,699.5115309,0.0497,0.508,0.076,19,3.2,0.179
4981,FALSE,92340,92340,1720.178453,0.0374,0.514,0.054,18,3.5,0.1913
4982,FALSE,56265,56265,70.7837884,-0.0284,0.469,0.049,4,4.7,0.1699
4983,FALSE,56265,56265,70.7837884,-0.0284,0.469,0.049,4,4.7,0.1699
4984,FALSE,67515,67515,578.2138354,0.0482,0.51,0.11,18,3.4,0.1927
4985,FALSE,48055,48055,163.5677855,-0.0567,0.504,0.013,1,5.9,0.1768
4986,FALSE,51923,51923,337.5169241,-0.0402,0.506,0.044,7,4.6,0.1898
4987,FALSE,64799,64799,1665.643941,-0.006,0.516,0.023,39,4.1,0.2208
4988,FALSE,69101,69101,496.6461361,0.0314,0.506,0.081,15,3.8,0.1877
4989,FALSE,47598,47598,11812.46971,0.0367,0.527,0.152,19,5.5,0.2635
4990,FALSE,69101,69101,496.6461361,0.0314,0.506,0.081,15,3.8,0.1877
4991,FALSE,61036,61036,146.3032054,0.0517,0.474,0.03,5,3.3,0.1927
4992,FALSE,49173,49173,63.9744089,-0.0403,0.509,0.011,2,4.9,0.1667
4993,FALSE,69101,69101,496.6461361,0.0314,0.506,0.081,15,3.8,0.1877
4994,FALSE,51299,51299,101.65653,-0.0572,0.5,0.014,2,5,0.1593
4995,FALSE,72576,72576,238.209545,0.0212,0.504,0.016,7,3.9,0.1746
4996,FALSE,65534,65534,139.9702093,-0.002,0.515,0.029,4,3.6,0.1964
4997,FALSE,92340,92340,1720.178453,0.0374,0.514,0.054,18,3.5,0.1913
4998,FALSE,53266,53266,41.48807645,-0.0695,0.487,0.022,1,5.3,0.176
4999,FALSE,96847,96847,1230.027638,0.2439,0.508,0.155,11,3.1,0.2064
5000,FALSE,93587,93587,1039.653686,0.0048,0.509,0.057,11,3.8,0.1722
5001,FALSE,47598,47598,11812.46971,0.0367,0.527,0.152,19,5.5,0.2635
5002,FALSE,54377,54377,134.4709672,-0.0359,0.519,0.03,3,4.8,0.1622
5003,FALSE,69101,69101,496.6461361,0.0314,0.506,0.081,15,3.8,0.1877
5004,FALSE,51923,51923,337.5169241,-0.0402,0.506,0.044,7,4.6,0.1898
5005,FALSE,64799,64799,1665.643941,-0.006,0.516,0.023,39,4.1,0.2208
5006,FALSE,75269,75269,464.5078732,0.0709,0.505,0.043,5,3.4,0.1969
5007,FALSE,67515,67515,578.2138354,0.0482,0.51,0.11,18,3.4,0.1927
5008,FALSE,49741,49741,83.60087642,-0.0489,0.51,0.014,7,4.7,0.1659
5009,FALSE,69101,69101,496.6461361,0.0314,0.506,0.081,15,3.8,0.1877
5010,FALSE,93587,93587,1039.653686,0.0048,0.509,0.057,11,3.8,0.1722
5011,FALSE,72576,72576,238.209545,0.0212,0.504,0.016,7,3.9,0.1746
5012,FALSE,67418,67418,491.7233504,0.0231,0.508,0.225,7,4.3,0.1844
5013,FALSE,49741,49741,83.60087642,-0.0489,0.51,0.014,7,4.7,0.1659
5014,FALSE,60323,60323,377.0979407,-0.0403,0.514,0.018,3,4.5,0.1785
5015,FALSE,47598,47598,11812.46971,0.0367,0.527,0.152,19,5.5,0.2635
5016,FALSE,67515,67515,578.2138354,0.0482,0.51,0.11,18,3.4,0.1927
5017,FALSE,64799,64799,1665.643941,-0.006,0.516,0.023,39,4.1,0.2208
5018,FALSE,47598,47598,11812.46971,0.0367,0.527,0.152,19,5.5,0.2635
5019,FALSE,51004,51004,231.7021681,-0.0432,0.51,0.013,1,4.5,0.1814
5020,FALSE,61036,61036,146.3032054,0.0517,0.474,0.03,5,3.3,0.1927
5021,FALSE,64799,64799,1665.643941,-0.006,0.516,0.023,39,4.1,0.2208
5022,FALSE,65534,65534,139.9702093,-0.002,0.515,0.029,4,3.6,0.1964
5023,FALSE,62699,62699,200.7539263,0.0349,0.508,0.061,3,3.8,0.1791
5024,FALSE,61306,61306,142.1694907,-0.0005,0.454,0.061,1,4,0.2005
5025,FALSE,65436,65436,1069.972129,0.0537,0.51,0.262,7,4.5,0.1976
5026,FALSE,73780,73780,825.8289127,0.0247,0.508,0.142,9,4.5,0.181
5027,FALSE,102233,102233,699.5115309,0.0497,0.508,0.076,19,3.2,0.179
5028,FALSE,59407,59407,339.543226,-0.0466,0.511,0.013,7,4.5,0.1628
5029,FALSE,64799,64799,1665.643941,-0.006,0.516,0.023,39,4.1,0.2208
5030,FALSE,60763,60763,530.0458816,0.0366,0.515,0.099,9,4,0.2038
5031,FALSE,61638,61638,2766.8834,0.1317,0.504,0.437,27,3.8,0.2357
5032,FALSE,53762,53762,92.21842203,-0.0248,0.51,0.022,4,4.8,0.1904
5033,FALSE,64799,64799,1665.643941,-0.006,0.516,0.023,39,4.1,0.2208
5034,FALSE,64799,64799,1665.643941,-0.006,0.516,0.023,39,4.1,0.2208
5035,FALSE,65534,65534,139.9702093,-0.002,0.515,0.029,4,3.6,0.1964
5036,FALSE,102233,102233,699.5115309,0.0497,0.508,0.076,19,3.2,0.179
5037,FALSE,61560,61560,391.8741519,0.058,0.508,0.141,3,3.9,0.1773
5038,FALSE,92340,92340,1720.178453,0.0374,0.514,0.054,18,3.5,0.1913
5039,FALSE,64799,64799,1665.643941,-0.006,0.516,0.023,39,4.1,0.2208
5040,FALSE,67515,67515,578.2138354,0.0482,0.51,0.11,18,3.4,0.1927
5041,FALSE,65558,65558,241.3858288,-0.0046,0.508,0.018,3,4.5,0.1724
5042,FALSE,47598,47598,11812.46971,0.0367,0.527,0.152,19,5.5,0.2635
5043,FALSE,67515,67515,578.2138354,0.0482,0.51,0.11,18,3.4,0.1927
5044,FALSE,47598,47598,11812.46971,0.0367,0.527,0.152,19,5.5,0.2635
5045,FALSE,56873,56873,122.8213748,0.0166,0.504,0.022,1,5.4,0.1656
5046,FALSE,63012,63012,279.9193143,0.0025,0.504,0.17,3,5.4,0.1681
5047,FALSE,72576,72576,238.209545,0.0212,0.504,0.016,7,3.9,0.1746
5048,FALSE,69101,69101,496.6461361,0.0314,0.506,0.081,15,3.8,0.1877
5049,FALSE,69101,69101,496.6461361,0.0314,0.506,0.081,15,3.8,0.1877
5050,FALSE,64799,64799,1665.643941,-0.006,0.516,0.023,39,4.1,0.2208
5051,FALSE,92340,92340,1720.178453,0.0374,0.514,0.054,18,3.5,0.1913
5052,FALSE,102233,102233,699.5115309,0.0497,0.508,0.076,19,3.2,0.179
5053,FALSE,55951,55951,181.5474279,-0.049,0.488,0.052,3,5.4,0.1815
5054,FALSE,73780,73780,825.8289127,0.0247,0.508,0.142,9,4.5,0.181
5055,FALSE,67515,67515,578.2138354,0.0482,0.51,0.11,18,3.4,0.1927
5056,FALSE,92340,92340,1720.178453,0.0374,0.514,0.054,18,3.5,0.1913
5057,FALSE,67706,67706,198.6029599,0.0156,0.508,0.073,2,3.3,0.163
5058,FALSE,49741,49741,83.60087642,-0.0489,0.51,0.014,7,4.7,0.1659
5059,FALSE,60763,60763,530.0458816,0.0366,0.515,0.099,9,4,0.2038
5060,FALSE,93587,93587,1039.653686,0.0048,0.509,0.057,11,3.8,0.1722
5061,FALSE,54377,54377,134.4709672,-0.0359,0.519,0.03,3,4.8,0.1622
5062,FALSE,67515,67515,578.2138354,0.0482,0.51,0.11,18,3.4,0.1927
5063,FALSE,102233,102233,699.5115309,0.0497,0.508,0.076,19,3.2,0.179
5064,FALSE,102233,102233,699.5115309,0.0497,0.508,0.076,19,3.2,0.179
5065,FALSE,76783,76783,3082.777152,0.0137,0.519,0.041,4,4,0.1959
5066,FALSE,72576,72576,238.209545,0.0212,0.504,0.016,7,3.9,0.1746
5067,FALSE,92340,92340,1720.178453,0.0374,0.514,0.054,18,3.5,0.1913
5068,FALSE,64799,64799,1665.643941,-0.006,0.516,0.023,39,4.1,0.2208
5069,FALSE,64799,64799,1665.643941,-0.006,0.516,0.023,39,4.1,0.2208
5070,FALSE,55462,55462,36.1512187,-0.0681,0.498,0.009,1,4.9,0.1519
5071,FALSE,60763,60763,530.0458816,0.0366,0.515,0.099,9,4,0.2038
5072,FALSE,65436,65436,1069.972129,0.0537,0.51,0.262,7,4.5,0.1976
5073,FALSE,54099,54099,162.6941233,-0.0659,0.506,0.016,5,4.9,0.1587
5074,FALSE,72576,72576,238.209545,0.0212,0.504,0.016,7,3.9,0.1746
5075,FALSE,60763,60763,530.0458816,0.0366,0.515,0.099,9,4,0.2038
5076,FALSE,93587,93587,1039.653686,0.0048,0.509,0.057,11,3.8,0.1722
5077,FALSE,60763,60763,530.0458816,0.0366,0.515,0.099,9,4,0.2038
5078,FALSE,92340,92340,1720.178453,0.0374,0.514,0.054,18,3.5,0.1913
5079,TRUE,92340,92340,1720.178453,0.0374,0.514,0.054,18,3.5,0.1913
5080,TRUE,92340,92340,1720.178453,0.0374,0.514,0.054,18,3.5,0.1913
5081,FALSE,102233,102233,699.5115309,0.0497,0.508,0.076,19,3.2,0.179
5082,FALSE,47598,47598,11812.46971,0.0367,0.527,0.152,19,5.5,0.2635
5083,FALSE,73780,73780,825.8289127,0.0247,0.508,0.142,9,4.5,0.181
5084,FALSE,102233,102233,699.5115309,0.0497,0.508,0.076,19,3.2,0.179
5085,FALSE,74230,74230,974.8647109,-0.0114,0.516,0.057,3,3.2,0.1999
5086,FALSE,74230,74230,974.8647109,-0.0114,0.516,0.057,3,3.2,0.1999
5087,FALSE,62165,62165,1560.263442,0.0192,0.513,0.239,9,3.9,0.2205
5088,FALSE,86450,86450,381.4205659,-0.0112,0.516,0.034,6,3.1,0.1458
5089,FALSE,62165,62165,1560.263442,0.0192,0.513,0.239,9,3.9,0.2205
5090,FALSE,49741,49741,83.60087642,-0.0489,0.51,0.014,7,4.7,0.1659
5091,FALSE,56265,56265,70.7837884,-0.0284,0.469,0.049,4,4.7,0.1699
5092,FALSE,69101,69101,496.6461361,0.0314,0.506,0.081,15,3.8,0.1877
5093,FALSE,65558,65558,241.3858288,-0.0046,0.508,0.018,3,4.5,0.1724
5094,FALSE,59407,59407,339.543226,-0.0466,0.511,0.013,7,4.5,0.1628
5095,FALSE,49082,49082,68.36259999,-0.0585,0.477,0.016,1,5.3,0.1742
5096,FALSE,47598,47598,11812.46971,0.0367,0.527,0.152,19,5.5,0.2635
5097,FALSE,47598,47598,11812.46971,0.0367,0.527,0.152,19,5.5,0.2635
5098,FALSE,65436,65436,1069.972129,0.0537,0.51,0.262,7,4.5,0.1976
5099,FALSE,51324,51324,35.80122563,-0.0342,0.504,0.013,1,5.3,0.1663
5100,FALSE,62165,62165,1560.263442,0.0192,0.513,0.239,9,3.9,0.2205
5101,FALSE,80862,80862,801.6916375,-0.0098,0.506,0.06,2,3.1,0.1808
5102,FALSE,62165,62165,1560.263442,0.0192,0.513,0.239,9,3.9,0.2205
5103,FALSE,86450,86450,381.4205659,-0.0112,0.516,0.034,6,3.1,0.1458
5104,FALSE,62165,62165,1560.263442,0.0192,0.513,0.239,9,3.9,0.2205
5105,FALSE,74230,74230,974.8647109,-0.0114,0.516,0.057,3,3.2,0.1999
5106,FALSE,62165,62165,1560.263442,0.0192,0.513,0.239,9,3.9,0.2205
5107,FALSE,62165,62165,1560.263442,0.0192,0.513,0.239,9,3.9,0.2205
5108,FALSE,86450,86450,381.4205659,-0.0112,0.516,0.034,6,3.1,0.1458
5109,FALSE,80862,80862,801.6916375,-0.0098,0.506,0.06,2,3.1,0.1808
5110,FALSE,86450,86450,381.4205659,-0.0112,0.516,0.034,6,3.1,0.1458
5111,FALSE,62165,62165,1560.263442,0.0192,0.513,0.239,9,3.9,0.2205
5112,FALSE,56824,56824,159.5392863,0.063,0.517,0.059,2,2.9,0.188
5113,FALSE,62059,62059,427.4494823,0.1217,0.514,0.063,5,2.3,0.2018
5114,FALSE,63842,63842,178.4762182,0.2179,0.514,0.059,2,3.3,0.1865
